Time,cmd_seq,cmd_sec,cmd_nsec,cmd_theta_a,cmd_beta_a,cmd_trq_r_a,cmd_trq_l_a,cmd_theta_b,cmd_beta_b,cmd_trq_r_b,cmd_trq_l_b,cmd_theta_c,cmd_beta_c,cmd_trq_r_c,cmd_trq_l_c,cmd_theta_d,cmd_beta_d,cmd_trq_r_d,cmd_trq_l_d,state_seq,state_sec,state_nsec,state_theta_a,state_beta_a,state_vel_r_a,state_vel_l_a,state_trq_r_a,state_trq_l_a,state_theta_b,state_beta_b,state_vel_r_b,state_vel_l_b,state_trq_r_b,state_trq_l_b,state_theta_c,state_beta_c,state_vel_r_c,state_vel_l_c,state_trq_r_c,state_trq_l_c,state_theta_d,state_beta_d,state_vel_r_d,state_vel_l_d,state_trq_r_d,state_trq_l_d,imu_seq,imu_sec,imu_nsec,imu_orien_x,imu_orien_y,imu_orien_z,imu_orien_w,imu_ang_vel_x,imu_ang_vel_y,imu_ang_vel_z,imu_lin_acc_x,imu_lin_acc_y,imu_lin_acc_z,imp_seq,imp_sec,imp_nsec,imp_cmd_theta_a,imp_cmd_beta_a,imp_cmd_Fx_a,imp_cmd_Fy_a,imp_cmd_theta_b,imp_cmd_beta_b,imp_cmd_Fx_b,imp_cmd_Fy_b,imp_cmd_theta_c,imp_cmd_beta_c,imp_cmd_Fx_c,imp_cmd_Fy_c,imp_cmd_theta_d,imp_cmd_beta_d,imp_cmd_Fx_d,imp_cmd_Fy_d,force_seq,force_sec,force_nsec,force_Fx_a,force_Fy_a,force_Fx_b,force_Fy_b,force_Fx_c,force_Fy_c,force_Fx_d,force_Fy_d,sim_sec,sim_nsec,sim_pos_x,sim_pos_y,sim_pos_z,sim_orien_x,sim_orien_y,sim_orien_z,sim_orien_w,sim_contact_state_a,sim_contact_state_b,sim_contact_state_c,sim_contact_state_d,power_seq,power_sec,power_nsec,v_0,i_0,v_1,i_1,v_2,i_2,v_3,i_3,v_4,i_4,v_5,i_5,v_6,i_6,v_7,i_7,v_8,i_8,v_9,i_9,v_10,i_10,v_11,i_11,dst_lf,dst_rf,dst_rr,dst_lr,camera_dist,camera_yaw
23.946,16997,23,945000000,1.7863,0.416042,0,0,1.61668,0.163486,0,0,1.59363,-0.0743031,0,0,1.8584,-0.48064,0,0,23944,23,945000000,1.73703,0.439387,-0.619212,0.570557,-5.45079,1.2714,1.59588,0.160085,0.118371,-0.234577,-1.75047,2.63556,1.57479,-0.0886081,-0.473821,0.402508,0.462596,2.30906,1.81138,-0.50397,-0.409196,0.869072,-1.45592,4.77295,23944,23,945000000,-0.00659445,-0.000159785,0.000121056,0.999978,0.156766,0.132068,-0.00166038,-1.32663,-2.58337,11.0087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,945000000,1.50673,0.00500177,0.244285,-0.00659445,-0.000159785,0.000121056,0.999978,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
23.948,16998,23,945000000,1.78665,0.416389,0,0,1.61654,0.1631,0,0,1.5937,-0.0747029,0,0,1.85831,-0.480227,0,0,23945,23,946000000,1.73765,0.439357,-0.649528,0.588989,-5.34146,1.37574,1.5957,0.160029,0.119092,-0.23139,-1.82943,2.50925,1.57522,-0.0886426,-0.459641,0.390581,0.353866,2.20418,1.81204,-0.503737,-0.426347,0.891771,-1.2504,4.73846,23945,23,946000000,-0.00651133,-9.55921e-05,0.000119763,0.999979,0.166249,0.128381,-0.00176539,-1.33258,-2.45139,10.7926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,946999999,1.50682,0.00492006,0.244385,-0.00642357,-3.4155e-05,0.000118417,0.999979,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
23.948,16999,23,946000000,1.78701,0.416736,0,0,1.6164,0.162714,0,0,1.59376,-0.0751027,0,0,1.85812,-0.479834,0,0,23946,23,946999999,1.7383,0.439322,-0.685919,0.617335,-5.21604,1.27057,1.59553,0.159971,0.116009,-0.230816,-1.83447,2.52902,1.57563,-0.0886796,-0.44534,0.371472,0.368919,2.20419,1.81271,-0.5035,-0.436002,0.911172,-1.19426,4.62251,23946,23,946999999,-0.00642357,-3.4155e-05,0.000118417,0.999979,0.175549,0.122868,-0.00190944,-1.1014,-2.39163,10.6493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,946999999,1.50682,0.00492006,0.244385,-0.00642357,-3.4155e-05,0.000118417,0.999979,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
23.949,17000,23,948000000,1.78736,0.417083,0,0,1.61626,0.162327,0,0,1.59383,-0.0755024,0,0,1.85784,-0.479462,0,0,23947,23,948000000,1.73898,0.439285,-0.713756,0.638047,-5.10309,1.1769,1.59536,0.159913,0.113239,-0.229128,-1.83982,2.54669,1.57602,-0.0887181,-0.429801,0.352704,0.380408,2.20529,1.8134,-0.503259,-0.445944,0.928082,-1.13673,4.50939,23947,23,948000000,-0.00633149,2.46344e-05,0.00011707,0.99998,0.184176,0.117572,-0.00194453,-1.12799,-2.25132,10.4405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,948000000,1.50687,0.00487596,0.244436,-0.00633149,2.46344e-05,0.00011707,0.99998,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
23.951,17001,23,948000000,1.78772,0.41743,0,0,1.61612,0.161941,0,0,1.59389,-0.0759022,0,0,1.85747,-0.47911,0,0,23948,23,949000000,1.73967,0.439243,-0.738035,0.655896,-4.99605,1.28021,1.59519,0.159855,0.111229,-0.227891,-1.9136,2.4237,1.57639,-0.0887582,-0.413421,0.33326,0.263399,2.11902,1.81409,-0.503015,-0.454807,0.942696,-0.893407,4.39853,23948,23,949000000,-0.00623537,8.0844e-05,0.000115738,0.999981,0.192244,0.112411,-0.00194752,-1.1461,-2.11627,10.2481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,949999999,1.50696,0.0047819,0.24454,-0.00613542,0.000133465,0.0001144,0.999981,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
23.951,17002,23,949000000,1.78809,0.417801,0,0,1.61599,0.161555,0,0,1.59396,-0.0763019,0,0,1.85708,-0.478799,0,0,23949,23,949999999,1.7404,0.439201,-0.76777,0.683704,-4.87492,1.17001,1.59502,0.159793,0.104762,-0.229153,-1.91171,2.44653,1.57674,-0.0888036,-0.39658,0.305717,0.26962,2.1397,1.81479,-0.502767,-0.452017,0.948213,-0.857609,4.30354,23949,23,949999999,-0.00613542,0.000133465,0.0001144,0.999981,0.199912,0.105233,-0.00200403,-0.898044,-2.00997,10.0577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,949999999,1.50696,0.0047819,0.24454,-0.00613542,0.000133465,0.0001144,0.999981,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
23.952,17003,23,951000000,1.78832,0.418192,0,0,1.61585,0.161168,0,0,1.59402,-0.0767016,0,0,1.8567,-0.478487,0,0,23950,23,951000000,1.74115,0.439159,-0.788997,0.703229,-4.76676,1.07255,1.59486,0.159728,0.0994922,-0.229355,-1.91144,2.46752,1.57707,-0.0888532,-0.378988,0.279908,0.272943,2.15967,1.8155,-0.502515,-0.453412,0.956345,-0.814359,4.20324,23950,23,951000000,-0.00603195,0.000182765,0.000113105,0.999982,0.206967,0.0985907,-0.00195802,-0.940943,-1.87276,9.88623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,951000000,1.507,0.00473217,0.244593,-0.00603195,0.000182765,0.000113105,0.999982,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
23.954,17004,23,951000000,1.78844,0.4186,0,0,1.61572,0.160782,0,0,1.59409,-0.0771013,0,0,1.85631,-0.478175,0,0,23951,23,952000000,1.74191,0.439115,-0.806642,0.719405,-4.58746,1.12429,1.59469,0.159661,0.0954691,-0.229893,-1.98058,2.34803,1.57738,-0.0889064,-0.360812,0.254353,0.147786,2.09149,1.81621,-0.502261,-0.454765,0.963199,-0.582644,4.08461,23951,23,952000000,-0.00592522,0.000228932,0.000111859,0.999982,0.213468,0.0923226,-0.00189432,-0.970737,-1.73769,9.72251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,952999999,1.50708,0.004628,0.244696,-0.00581558,0.000271242,0.000110658,0.999983,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
23.954,17005,23,952000000,1.78848,0.419027,0,0,1.61558,0.160395,0,0,1.59416,-0.077501,0,0,1.85592,-0.477863,0,0,23952,23,952999999,1.74269,0.439073,-0.823521,0.739904,-4.48381,1.02182,1.59453,0.159588,0.0888524,-0.233361,-1.977,2.3751,1.57766,-0.0889664,-0.342451,0.222454,0.146475,2.12729,1.81691,-0.502004,-0.444747,0.959517,-0.560147,4.0047,23952,23,952999999,-0.00581558,0.000271242,0.000110658,0.999983,0.2193,0.0846073,-0.00185178,-0.754059,-1.58065,9.47656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,952999999,1.50708,0.004628,0.244696,-0.00581558,0.000271242,0.000110658,0.999983,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
23.955,17006,23,954000000,1.78842,0.419471,0,0,1.61544,0.160009,0,0,1.59422,-0.0779007,0,0,1.85554,-0.47755,0,0,23953,23,954000000,1.74349,0.439032,-0.836911,0.755529,-4.38505,0.926484,1.59437,0.159512,0.0833792,-0.235414,-1.97493,2.39989,1.57792,-0.0890317,-0.323317,0.192613,0.142089,2.16217,1.81761,-0.501744,-0.439764,0.95974,-0.529289,3.91793,23953,23,954000000,-0.00570328,0.000310012,0.000109519,0.999984,0.224613,0.0775266,-0.00176601,-0.801491,-1.45141,9.3495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,954000000,1.50712,0.00457383,0.244748,-0.00570328,0.000310012,0.000109519,0.999984,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
23.957,17007,23,954000000,1.78828,0.419932,0,0,1.61531,0.159622,0,0,1.59429,-0.0783004,0,0,1.85515,-0.477238,0,0,23954,23,955000000,1.7443,0.438993,-0.84764,0.768166,-4.12666,0.920718,1.59422,0.159433,0.079363,-0.237639,-2.04294,2.28426,1.57815,-0.0891018,-0.303838,0.163699,0.00925274,2.10831,1.81831,-0.501482,-0.43523,0.959084,-0.309746,3.81309,23954,23,955000000,-0.00558859,0.000345502,0.000108442,0.999984,0.229395,0.0709661,-0.00167755,-0.838342,-1.32022,9.21947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,955999999,1.5072,0.00446205,0.244848,-0.00547196,0.0003773,0.000107443,0.999985,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
23.957,17008,23,955000000,1.78805,0.420409,0,0,1.61517,0.159235,0,0,1.59436,-0.0787,0,0,1.85477,-0.476926,0,0,23955,23,955999999,1.74511,0.438957,-0.850783,0.778914,-4.04459,0.831805,1.59406,0.159349,0.0748318,-0.243316,-2.04174,2.31609,1.57836,-0.0891789,-0.284571,0.130451,0.00114721,2.15476,1.81899,-0.501218,-0.420333,0.947448,-0.297985,3.74818,23955,23,955999999,-0.00547196,0.0003773,0.000107443,0.999985,0.233273,0.0635816,-0.00156193,-0.656215,-1.11638,8.92429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,955999999,1.5072,0.00446205,0.244848,-0.00547196,0.0003773,0.000107443,0.999985,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
23.958,17009,23,957000000,1.78773,0.420903,0,0,1.61504,0.158848,0,0,1.59443,-0.0790997,0,0,1.85438,-0.476613,0,0,23956,23,957000000,1.74593,0.438923,-0.856179,0.788923,-3.95809,0.743286,1.5939,0.159261,0.0710657,-0.247168,-2.04155,2.34508,1.57854,-0.0892615,-0.264449,0.0992465,-0.0102655,2.20043,1.81967,-0.500953,-0.410711,0.940264,-0.27786,3.67613,23956,23,957000000,-0.00535358,0.000405724,0.000106516,0.999986,0.236755,0.0568307,-0.00145477,-0.703199,-0.997094,8.84522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,957000000,1.50724,0.00440474,0.244897,-0.00535358,0.000405724,0.000106516,0.999986,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
23.96,17010,23,957000000,1.78734,0.421411,0,0,1.61491,0.158462,0,0,1.5945,-0.0794993,0,0,1.854,-0.476301,0,0,23957,23,958000000,1.74676,0.438891,-0.859952,0.796539,-3.72055,0.68512,1.59374,0.15917,0.0687228,-0.250983,-2.08906,2.28053,1.5787,-0.0893489,-0.244257,0.0694782,-0.107829,2.18661,1.82033,-0.500688,-0.401851,0.932525,-0.131724,3.59278,23957,23,958000000,-0.00523372,0.000431067,0.000105655,0.999986,0.239737,0.0506683,-0.00135381,-0.743354,-0.872452,8.7524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,958999999,1.50731,0.00428798,0.244992,-0.00511286,0.000453265,0.000104952,0.999987,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
23.96,17011,23,958000000,1.78687,0.421935,0,0,1.61477,0.158075,0,0,1.59456,-0.0798989,0,0,1.85362,-0.475988,0,0,23958,23,958999999,1.74759,0.438864,-0.854255,0.798613,-3.65364,0.609616,1.59358,0.159075,0.067142,-0.257361,-2.09234,2.31485,1.57881,-0.0894435,-0.208243,0.0189489,-0.152112,2.27334,1.82099,-0.500423,-0.386511,0.916441,-0.123783,3.53845,23958,23,958999999,-0.00511286,0.000453265,0.000104952,0.999987,0.241734,0.0443772,-0.0010689,-0.651742,-0.674601,8.49902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,958999999,1.50731,0.00428798,0.244992,-0.00511286,0.000453265,0.000104952,0.999987,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
23.961,17012,23,960000000,1.78633,0.422474,0,0,1.61464,0.157688,0,0,1.59463,-0.0802985,0,0,1.85323,-0.475675,0,0,23959,23,960000000,1.74841,0.438838,-0.852356,0.80125,-3.49094,0.537874,1.59341,0.158977,0.0667955,-0.262041,-2.12051,2.29975,1.5789,-0.0895427,-0.183588,-0.0147654,-0.220885,2.30388,1.82163,-0.500159,-0.375609,0.904015,-0.0463365,3.4724,23959,23,960000000,-0.00499119,0.000472748,0.000104318,0.999987,0.243343,0.0389463,-0.000958364,-0.691933,-0.530268,8.49643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,960000000,1.50735,0.00422887,0.245037,-0.00499119,0.000472748,0.000104318,0.999987,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
23.963,17013,23,960000000,1.78572,0.423026,0,0,1.6145,0.157301,0,0,1.5947,-0.0806981,0,0,1.85285,-0.475362,0,0,23960,23,961000000,1.74924,0.438815,-0.84465,0.799528,-3.4284,0.46893,1.59324,0.158877,0.0677226,-0.267745,-2.12823,2.33383,1.57896,-0.0896461,-0.162458,-0.0443818,-0.243242,2.35971,1.82225,-0.499896,-0.36235,0.887652,-0.036929,3.42115,23960,23,961000000,-0.00486909,0.00048971,0.000103768,0.999988,0.244199,0.0339031,-0.000815785,-0.66743,-0.359758,8.3598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,961999999,1.50742,0.0041099,0.245123,-0.00474677,0.000504428,0.000103289,0.999989,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
23.963,17014,23,961000000,1.78503,0.423593,0,0,1.61437,0.156914,0,0,1.59477,-0.0810977,0,0,1.85246,-0.475049,0,0,23961,23,961999999,1.75005,0.438795,-0.838748,0.797612,-3.04837,0.383988,1.59307,0.158776,0.0694976,-0.272586,-2.20609,2.22636,1.57899,-0.0897528,-0.142192,-0.0711286,-0.392539,2.32377,1.82286,-0.499636,-0.351202,0.872372,0.16325,3.35025,23961,23,961999999,-0.00474677,0.000504428,0.000103289,0.999989,0.244654,0.0294141,-0.000693746,-0.703759,-0.245152,8.32827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,963000000,1.50745,0.00405043,0.245164,-0.00462497,0.000516922,0.000102927,0.999989,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
23.964,17015,23,963000000,1.78428,0.424173,0,0,1.61424,0.156527,0,0,1.59484,-0.0814972,0,0,1.85208,-0.474736,0,0,23962,23,963000000,1.75085,0.43878,-0.813856,0.783816,-3.01868,0.337586,1.5929,0.158672,0.0731034,-0.281095,-2.21898,2.26655,1.579,-0.0898637,-0.123562,-0.0983897,-0.414022,2.38033,1.82345,-0.499378,-0.330993,0.845335,0.157675,3.32149,23962,23,963000000,-0.00462497,0.000516922,0.000102927,0.999989,0.243603,0.0249652,-0.000483788,-0.568846,0.0180963,7.97809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,963000000,1.50745,0.00405043,0.245164,-0.00462497,0.000516922,0.000102927,0.999989,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
23.966,17016,23,963000000,1.78347,0.424765,0,0,1.61411,0.15614,0,0,1.59491,-0.0818968,0,0,1.8517,-0.474423,0,0,23963,23,964000000,1.75164,0.438768,-0.801741,0.777264,-2.58786,0.219187,1.59271,0.158566,0.0764054,-0.287161,-2.30043,2.16276,1.57899,-0.0899778,-0.104072,-0.124038,-0.565661,2.34752,1.82402,-0.499125,-0.316557,0.824415,0.348869,3.26505,23963,23,964000000,-0.0045037,0.000527407,0.000102636,0.99999,0.242552,0.0209469,-0.000360118,-0.603218,0.1121,8.00722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,964999999,1.50752,0.00393233,0.245239,-0.00438364,0.000536068,0.000102399,0.99999,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
23.966,17017,23,964000000,1.78259,0.42537,0,0,1.61397,0.155752,0,0,1.59498,-0.0822963,0,0,1.85131,-0.47411,0,0,23964,23,964999999,1.7524,0.438762,-0.767778,0.756276,-2.57819,0.187851,1.59252,0.158459,0.082914,-0.297208,-2.31929,2.20709,1.57896,-0.0900955,-0.0856937,-0.149729,-0.59011,2.40596,1.82456,-0.498875,-0.294174,0.792766,0.336173,3.24908,23964,23,964999999,-0.00438364,0.000536068,0.000102399,0.99999,0.240112,0.0172978,-0.000269125,-0.488264,0.407865,7.62941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,964999999,1.50752,0.00393233,0.245239,-0.00438364,0.000536068,0.000102399,0.99999,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
23.968,17018,23,966000000,1.78165,0.425988,0,0,1.61384,0.155365,0,0,1.59505,-0.0826958,0,0,1.85093,-0.473796,0,0,23965,23,966000000,1.75315,0.438759,-0.750876,0.745739,-2.54019,0.139175,1.59233,0.158351,0.0883077,-0.304308,-2.33667,2.2469,1.57891,-0.0902158,-0.0666222,-0.173882,-0.617489,2.46387,1.82509,-0.49863,-0.277598,0.767591,0.33215,3.22406,23965,23,966000000,-0.00426478,0.000543073,0.000102177,0.999991,0.237724,0.0139873,-0.000254958,-0.518955,0.486942,7.69791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,966999999,1.50758,0.00381645,0.245306,-0.0041473,0.000548659,0.000101977,0.999991,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
23.968,17019,23,966000000,1.78066,0.426617,0,0,1.61371,0.154978,0,0,1.59513,-0.0830953,0,0,1.85055,-0.473483,0,0,23966,23,966999999,1.75389,0.438759,-0.735143,0.734986,-2.21548,0.0300691,1.59212,0.158243,0.0940163,-0.310642,-2.40116,2.19256,1.57883,-0.0903379,-0.0485368,-0.195727,-0.729518,2.46064,1.82559,-0.49839,-0.262241,0.742944,0.454124,3.18791,23966,23,966999999,-0.0041473,0.000548659,0.000101977,0.999991,0.234978,0.0111495,-0.000225093,-0.552668,0.57744,7.72267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,968000000,1.50761,0.0037597,0.245336,-0.00403181,0.000553098,0.000101822,0.999992,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
23.969,17020,23,968000000,1.77961,0.427257,0,0,1.61358,0.15459,0,0,1.5952,-0.0834948,0,0,1.85017,-0.473169,0,0,23967,23,968000000,1.75459,0.438764,-0.700301,0.710669,-2.21343,0.00866389,1.59191,0.158134,0.102576,-0.319686,-2.42537,2.23716,1.57874,-0.0904619,-0.0318977,-0.216131,-0.755766,2.5158,1.82607,-0.498156,-0.241634,0.710155,0.439808,3.18138,23967,23,968000000,-0.00403181,0.000553098,0.000101822,0.999992,0.230984,0.00885515,-0.000145835,-0.4957,0.808102,7.46703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,968000000,1.50761,0.0037597,0.245336,-0.00403181,0.000553098,0.000101822,0.999992,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
23.971,17021,23,968000000,1.7785,0.427908,0,0,1.61345,0.154203,0,0,1.59527,-0.0838943,0,0,1.84979,-0.472856,0,0,23968,23,969000000,1.75528,0.438772,-0.678386,0.694301,-1.71696,-0.147413,1.5917,0.158026,0.110278,-0.32659,-2.51808,2.13874,1.57863,-0.090587,-0.0150632,-0.235122,-0.911216,2.48182,1.82652,-0.497927,-0.22505,0.681762,0.618819,3.15132,23968,23,969000000,-0.00391829,0.000556522,0.000101698,0.999992,0.227035,0.00682559,-9.54612e-05,-0.521627,0.877763,7.55019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,969999999,1.50767,0.00364932,0.245389,-0.00380759,0.000559299,0.000101616,0.999993,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
23.971,17022,23,969000000,1.77735,0.42857,0,0,1.61332,0.153816,0,0,1.59534,-0.0842938,0,0,1.8494,-0.472542,0,0,23969,23,969999999,1.75592,0.438787,-0.627346,0.657472,-1.74982,-0.142133,1.59147,0.157918,0.122341,-0.337735,-2.55021,2.18864,1.57851,-0.0907133,5.24801e-05,-0.252573,-0.937673,2.53509,1.82694,-0.497707,-0.200841,0.641834,0.594528,3.16342,23969,23,969999999,-0.00380759,0.000559299,0.000101616,0.999993,0.221402,0.00553108,-1.81244e-05,-0.429857,1.19377,7.14445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,969999999,1.50767,0.00364932,0.245389,-0.00380759,0.000559299,0.000101616,0.999993,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
23.972,17023,23,971000000,1.77614,0.429241,0,0,1.61319,0.153428,0,0,1.59542,-0.0846932,0,0,1.84902,-0.472228,0,0,23970,23,971000000,1.75654,0.438806,-0.600018,0.636361,-1.74364,-0.162462,1.59123,0.157812,0.13218,-0.345553,-2.57932,2.23342,1.57836,-0.0908399,0.0159629,-0.269307,-0.966953,2.58862,1.82734,-0.497493,-0.182398,0.609154,0.578669,3.16579,23970,23,971000000,-0.00369954,0.000561459,0.000101543,0.999993,0.216106,0.00429725,-9.4646e-06,-0.447929,1.24206,7.28692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,971000000,1.5077,0.00359605,0.245411,-0.00369954,0.000561459,0.000101543,0.999993,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
